Molecule ChEMBL ID,PubChem CID,Is Peptide,Last Updated
CHEMBL2372939,73345736.0,False,2025-06-10T20:13:08.129244
CHEMBL2372938,73354816.0,False,2025-06-10T20:13:09.118566
CHEMBL2370886,73356167.0,True,2025-06-10T20:13:10.127413
CHEMBL3559672,,False,2025-06-10T20:13:10.726072
CHEMBL2370154,73350057.0,True,2025-06-10T20:13:11.811094
CHEMBL5314343,,False,2025-06-10T20:13:12.423484
CHEMBL2372937,73348739.0,False,2025-06-10T20:13:13.369122
CHEMBL2372068,73350234.0,False,2025-06-10T20:13:14.328786
CHEMBL2372065,73354719.0,False,2025-06-10T20:13:15.310543
CHEMBL4524086,57088082.0,False,2025-06-10T20:13:16.286772
CHEMBL2369467,73351481.0,False,2025-06-10T20:13:17.285590
CHEMBL2372667,73353278.0,False,2025-06-10T20:13:18.227491
CHEMBL2369460,73356027.0,False,2025-06-10T20:13:19.171886
CHEMBL4524085,57230548.0,False,2025-06-10T20:13:20.160456
CHEMBL2369623,73352969.0,False,2025-06-10T20:13:21.108824
CHEMBL2369624,73351500.0,False,2025-06-10T20:13:22.063413
CHEMBL2369617,73352966.0,False,2025-06-10T20:13:23.329402
CHEMBL2369618,73352967.0,False,2025-06-10T20:13:24.316743
CHEMBL2369616,73349997.0,False,2025-06-10T20:13:25.297005
CHEMBL2369622,73345391.0,False,2025-06-10T20:13:26.279008
CHEMBL2369625,73349998.0,False,2025-06-10T20:13:27.268077
CHEMBL2369620,73346914.0,False,2025-06-10T20:13:28.251050
CHEMBL2369619,73352968.0,False,2025-06-10T20:13:29.298353
CHEMBL2371853,73351709.0,False,2025-06-10T20:13:30.284395
CHEMBL3138123,76318623.0,False,2025-06-10T20:13:31.268398
CHEMBL2371845,73345601.0,False,2025-06-10T20:13:32.176304
CHEMBL3138134,76311400.0,False,2025-06-10T20:13:33.102344
CHEMBL3138130,76322269.0,False,2025-06-10T20:13:34.097892
CHEMBL3138115,76325891.0,False,2025-06-10T20:13:35.074672
CHEMBL3138437,76315009.0,False,2025-06-10T20:13:35.995957
CHEMBL2371843,73347125.0,False,2025-06-10T20:13:37.080387
CHEMBL2371846,73345602.0,False,2025-06-10T20:13:38.103995
CHEMBL2371844,73354699.0,False,2025-06-10T20:13:39.127674
CHEMBL3138118,76311396.0,False,2025-06-10T20:13:40.135514
CHEMBL3084974,44382499.0,False,2025-06-10T20:13:42.129844
CHEMBL2370748,73348523.0,False,2025-06-10T20:13:43.077033
CHEMBL2371605,73350188.0,False,2025-06-10T20:13:44.057039
CHEMBL2371604,73350187.0,False,2025-06-10T20:13:45.230001
CHEMBL3037868,73355790.0,False,2025-06-10T20:13:46.339790
CHEMBL3038227,73348196.0,False,2025-06-10T20:13:47.282570
CHEMBL2369845,73350017.0,False,2025-06-10T20:13:48.228315
CHEMBL2369834,11194023.0,False,2025-06-10T20:13:49.198756
CHEMBL2369842,11251777.0,False,2025-06-10T20:13:50.143319
CHEMBL2369836,11400547.0,False,2025-06-10T20:13:51.102382
CHEMBL2370121,16149641.0,False,2025-06-10T20:13:52.095657
CHEMBL2369831,73348432.0,False,2025-06-10T20:13:52.999583
CHEMBL2370074,16148496.0,False,2025-06-10T20:13:53.964299
CHEMBL2369839,11815584.0,False,2025-06-10T20:13:54.908730
CHEMBL2369829,73351518.0,False,2025-06-10T20:13:55.878377
CHEMBL2369848,73354500.0,False,2025-06-10T20:13:56.830873
CHEMBL2369830,73351519.0,False,2025-06-10T20:13:57.838911
CHEMBL2369847,11297732.0,False,2025-06-10T20:13:58.787038
CHEMBL2369841,11240155.0,False,2025-06-10T20:13:59.756440
CHEMBL2369835,11274745.0,False,2025-06-10T20:14:00.735465
CHEMBL2369840,11286254.0,False,2025-06-10T20:14:01.728234
CHEMBL2369838,11389106.0,False,2025-06-10T20:14:02.707210
CHEMBL2370691,73345497.0,False,2025-06-10T20:14:03.681925
CHEMBL2369837,11468862.0,False,2025-06-10T20:14:04.656739
CHEMBL2370075,73345437.0,False,2025-06-10T20:14:05.613115
CHEMBL2367887,73349882.0,False,2025-06-10T20:14:06.566463
CHEMBL2371606,73347100.0,False,2025-06-10T20:14:07.545995
CHEMBL2303814,71720264.0,False,2025-06-10T20:14:08.476874
CHEMBL2371612,73354680.0,False,2025-06-10T20:14:09.465718
CHEMBL2310886,,False,2025-06-10T20:14:10.044189
CHEMBL2371617,73347102.0,False,2025-06-10T20:14:11.058671
CHEMBL2371601,73356227.0,False,2025-06-10T20:14:12.007054
CHEMBL2371623,73356230.0,False,2025-06-10T20:14:12.958715
CHEMBL2371611,73348605.0,False,2025-06-10T20:14:13.930513
CHEMBL4524111,10778312.0,False,2025-06-10T20:14:14.943058
CHEMBL2303815,71719054.0,False,2025-06-10T20:14:15.880919
CHEMBL3038105,73354242.0,False,2025-06-10T20:14:16.864661
CHEMBL3038102,73346675.0,False,2025-06-10T20:14:17.940353
CHEMBL3038100,73346674.0,False,2025-06-10T20:14:18.916390
CHEMBL3085458,76331576.0,False,2025-06-10T20:14:19.844350
CHEMBL2369824,73356072.0,False,2025-06-10T20:14:20.783698
CHEMBL2368519,73352890.0,False,2025-06-10T20:14:21.760373
CHEMBL2370711,73356151.0,False,2025-06-10T20:14:22.744326
CHEMBL2370809,73351603.0,False,2025-06-10T20:14:23.751530
CHEMBL2370814,73350121.0,False,2025-06-10T20:14:24.738429
CHEMBL2370706,73356149.0,False,2025-06-10T20:14:25.700305
CHEMBL2370707,73353071.0,False,2025-06-10T20:14:26.654457
CHEMBL2310858,71717880.0,False,2025-06-10T20:14:27.625755
CHEMBL2371059,73356181.0,False,2025-06-10T20:14:28.575569
CHEMBL2310857,15667001.0,False,2025-06-10T20:14:29.522991
CHEMBL2370887,73353093.0,False,2025-06-10T20:14:30.461993
CHEMBL4524115,10253358.0,False,2025-06-10T20:14:31.449781
CHEMBL2370496,73351578.0,False,2025-06-10T20:14:32.584794
CHEMBL4524117,76329513.0,False,2025-06-10T20:14:33.570952
CHEMBL2370494,10464136.0,False,2025-06-10T20:14:34.560644
CHEMBL4524116,76329513.0,False,2025-06-10T20:14:35.538816
CHEMBL2370342,73346990.0,False,2025-06-10T20:14:36.553070
CHEMBL2311023,71717290.0,False,2025-06-10T20:14:37.532805
CHEMBL2370497,73356135.0,False,2025-06-10T20:14:38.516166
CHEMBL2370343,73346991.0,False,2025-06-10T20:14:39.509720
CHEMBL2311025,71718530.0,False,2025-06-10T20:14:40.532062
CHEMBL2370495,73353046.0,False,2025-06-10T20:14:41.476824
CHEMBL2311022,71720342.0,False,2025-06-10T20:14:42.631210
CHEMBL2371057,9963195.0,False,2025-06-10T20:14:43.618343
CHEMBL2371080,73350142.0,False,2025-06-10T20:14:44.602116
CHEMBL2371079,73345526.0,False,2025-06-10T20:14:45.596700
CHEMBL2370598,73345482.0,False,2025-06-10T20:14:46.585174
CHEMBL1200633,9812710.0,False,2025-06-10T20:14:47.561491
CHEMBL2370588,73350093.0,False,2025-06-10T20:14:48.509045
CHEMBL2369897,73350025.0,False,2025-06-10T20:14:49.489498
CHEMBL2369893,73356077.0,False,2025-06-10T20:14:50.470485
CHEMBL2370646,73356145.0,False,2025-06-10T20:14:51.390876
CHEMBL2304022,,False,2025-06-10T20:14:52.009294
CHEMBL2369899,73346943.0,False,2025-06-10T20:14:53.001751
CHEMBL2369905,73348438.0,False,2025-06-10T20:14:53.984552
CHEMBL2370641,73345487.0,False,2025-06-10T20:14:54.936424
CHEMBL2369892,73351527.0,False,2025-06-10T20:14:55.883321
CHEMBL2370640,73354581.0,False,2025-06-10T20:14:56.870856
CHEMBL2369904,73345422.0,False,2025-06-10T20:14:57.790063
CHEMBL2370533,73354573.0,False,2025-06-10T20:14:58.763501
CHEMBL2370553,73347015.0,False,2025-06-10T20:14:59.722558
CHEMBL2303816,71718470.0,False,2025-06-10T20:15:00.734073
CHEMBL2370612,73350099.0,False,2025-06-10T20:15:01.699081
CHEMBL2370624,73347019.0,False,2025-06-10T20:15:02.648135
CHEMBL2370610,73350098.0,False,2025-06-10T20:15:03.598810
CHEMBL2370611,73353056.0,False,2025-06-10T20:15:04.546265
CHEMBL2370629,73351589.0,False,2025-06-10T20:15:05.467463
CHEMBL2370631,73345484.0,False,2025-06-10T20:15:06.449945
CHEMBL2370622,73350102.0,False,2025-06-10T20:15:07.453299
CHEMBL2370618,73356142.0,False,2025-06-10T20:15:08.446080
CHEMBL2370628,73350104.0,False,2025-06-10T20:15:09.404086
CHEMBL2370626,73356143.0,False,2025-06-10T20:15:10.385513
CHEMBL2369138,16146016.0,False,2025-06-10T20:15:11.389143
CHEMBL2370627,73353057.0,False,2025-06-10T20:15:12.395399
CHEMBL2369128,73348396.0,False,2025-06-10T20:15:13.414545
CHEMBL2370894,73348538.0,False,2025-06-10T20:15:14.367166
CHEMBL3138733,,False,2025-06-10T20:15:14.946521
CHEMBL4649895,44388120.0,False,2025-06-10T20:15:15.921880
CHEMBL4649897,156009460.0,False,2025-06-10T20:15:16.913593
CHEMBL2371724,73351696.0,False,2025-06-10T20:15:17.898362
CHEMBL2371725,73345589.0,False,2025-06-10T20:15:18.891470
CHEMBL3138340,76329495.0,False,2025-06-10T20:15:19.846882
CHEMBL2371792,73345594.0,False,2025-06-10T20:15:20.834258
CHEMBL2371793,73345595.0,False,2025-06-10T20:15:21.755467
CHEMBL2371822,73351705.0,False,2025-06-10T20:15:22.740487
CHEMBL2371821,73350212.0,False,2025-06-10T20:15:23.698273
CHEMBL2372603,73354783.0,False,2025-06-10T20:15:24.645650
CHEMBL2372604,73345700.0,False,2025-06-10T20:15:25.609897
CHEMBL2372607,73353272.0,False,2025-06-10T20:15:26.566640
CHEMBL2372608,73345701.0,False,2025-06-10T20:15:27.513668
CHEMBL2372606,73356318.0,False,2025-06-10T20:15:28.493037
CHEMBL2029000,70683606.0,False,2025-06-10T20:15:29.433719
CHEMBL2029002,70694092.0,False,2025-06-10T20:15:30.374484
CHEMBL2371908,73354703.0,False,2025-06-10T20:15:31.382365
CHEMBL2371911,73347134.0,False,2025-06-10T20:15:32.345040
CHEMBL2371909,73345612.0,False,2025-06-10T20:15:33.318989
CHEMBL2371910,73348635.0,False,2025-06-10T20:15:34.282473
CHEMBL2369722,11847007.0,False,2025-06-10T20:15:35.285997
CHEMBL2371945,73353203.0,False,2025-06-10T20:15:36.231153
CHEMBL2371972,73345618.0,False,2025-06-10T20:15:37.165145
CHEMBL2371965,73347139.0,False,2025-06-10T20:15:38.172088
CHEMBL2371973,73353206.0,False,2025-06-10T20:15:39.150834
CHEMBL2371968,73345617.0,False,2025-06-10T20:15:40.130953
CHEMBL2372076,73350236.0,False,2025-06-10T20:15:41.079743
CHEMBL2304255,71717867.0,False,2025-06-10T20:15:42.037294
CHEMBL2372132,73348655.0,False,2025-06-10T20:15:43.014909
CHEMBL2372134,73351742.0,False,2025-06-10T20:15:43.971184
CHEMBL2372133,73348656.0,False,2025-06-10T20:15:44.923860
CHEMBL2079727,70693188.0,False,2025-06-10T20:15:45.880060
CHEMBL2021414,70685490.0,False,2025-06-10T20:15:46.785232
CHEMBL2372319,73353243.0,False,2025-06-10T20:15:47.727089
CHEMBL2372320,73345664.0,False,2025-06-10T20:15:48.713069
CHEMBL2448601,136059691.0,False,2025-06-10T20:15:49.653812
CHEMBL2448554,44584127.0,False,2025-06-10T20:15:50.618839
CHEMBL4296687,145994302.0,False,2025-06-10T20:15:51.607757
CHEMBL2372187,73354735.0,False,2025-06-10T20:15:52.638973
CHEMBL2372194,73354736.0,False,2025-06-10T20:15:53.645367
CHEMBL459769,20111936.0,False,2025-06-10T20:15:54.621735
CHEMBL2372188,73345650.0,False,2025-06-10T20:15:55.602265
CHEMBL2372192,73356281.0,False,2025-06-10T20:15:56.551564
CHEMBL2372193,73345651.0,False,2025-06-10T20:15:57.513410
CHEMBL4524057,44472974.0,False,2025-06-10T20:15:58.478266
CHEMBL4524109,44472973.0,False,2025-06-10T20:15:59.469438
CHEMBL4524095,44472971.0,False,2025-06-10T20:16:00.442423
CHEMBL4524063,44472972.0,False,2025-06-10T20:16:01.421638
CHEMBL4524093,44472970.0,False,2025-06-10T20:16:02.419649
CHEMBL4524068,155543879.0,False,2025-06-10T20:16:03.376623
CHEMBL4524084,44472977.0,False,2025-06-10T20:16:04.355762
CHEMBL4524062,44472969.0,False,2025-06-10T20:16:05.304282
CHEMBL4524070,44472975.0,False,2025-06-10T20:16:06.293811
CHEMBL4524067,44472968.0,False,2025-06-10T20:16:07.328000
CHEMBL4524092,44472976.0,False,2025-06-10T20:16:08.278155
CHEMBL4524094,44472966.0,False,2025-06-10T20:16:09.415180
CHEMBL3084719,76324319.0,False,2025-06-10T20:16:10.390107
CHEMBL2029015,45103798.0,False,2025-06-10T20:16:11.389804
CHEMBL2304304,46882328.0,False,2025-06-10T20:16:12.341743
CHEMBL2370204,73348476.0,False,2025-06-10T20:16:13.324881
CHEMBL2304294,46882318.0,False,2025-06-10T20:16:14.307895
CHEMBL2304295,46882319.0,False,2025-06-10T20:16:15.216979
CHEMBL2304308,46883960.0,False,2025-06-10T20:16:16.156836
CHEMBL2304309,46883970.0,False,2025-06-10T20:16:17.103804
CHEMBL2304310,46883973.0,False,2025-06-10T20:16:18.098098
CHEMBL4630684,,False,2025-06-10T20:16:18.703276
CHEMBL2304339,52943169.0,False,2025-06-10T20:16:19.652734
CHEMBL2304338,52943168.0,False,2025-06-10T20:16:20.572515
CHEMBL2304337,52946468.0,False,2025-06-10T20:16:21.527409
CHEMBL2304348,71716065.0,False,2025-06-10T20:16:22.494629
CHEMBL2304344,71716064.0,False,2025-06-10T20:16:23.457469
CHEMBL2304343,71717265.0,False,2025-06-10T20:16:24.402504
CHEMBL2304342,71716063.0,False,2025-06-10T20:16:25.389489
CHEMBL2304341,52943174.0,False,2025-06-10T20:16:26.335156
CHEMBL2304335,52944358.0,False,2025-06-10T20:16:27.236128
CHEMBL2304334,71720319.0,False,2025-06-10T20:16:28.211454
CHEMBL2304332,71719101.0,False,2025-06-10T20:16:29.192158
CHEMBL2304330,71719710.0,False,2025-06-10T20:16:30.114752
CHEMBL2304329,71717264.0,False,2025-06-10T20:16:31.115740
CHEMBL2448559,52946795.0,False,2025-06-10T20:16:32.028750
CHEMBL506247,16129778.0,False,2025-06-10T20:16:33.046476
CHEMBL5483015,,False,2025-06-10T20:16:33.660785
CHEMBL2068573,118705628.0,False,2025-06-10T20:16:34.575107
CHEMBL1236460,16154490.0,True,2025-06-10T20:16:35.592261
CHEMBL2367553,73345251.0,False,2025-06-10T20:16:36.558221
CHEMBL2369775,73350013.0,False,2025-06-10T20:16:37.511066
CHEMBL3215298,9920327.0,False,2025-06-10T20:16:38.434454
CHEMBL1201469,,False,2025-06-10T20:16:39.011233
CHEMBL1909054,,False,2025-06-10T20:16:39.599702
CHEMBL1909064,,False,2025-06-10T20:16:40.183789
CHEMBL3084430,76335132.0,False,2025-06-10T20:16:41.167692
CHEMBL3084440,76309735.0,False,2025-06-10T20:16:42.163468
CHEMBL2029005,70694094.0,False,2025-06-10T20:16:43.118865
CHEMBL2029009,70692052.0,False,2025-06-10T20:16:44.071172
CHEMBL2029010,70694098.0,False,2025-06-10T20:16:45.026730
CHEMBL2012525,,False,2025-06-10T20:16:45.611738
CHEMBL2012526,,False,2025-06-10T20:16:46.182724
CHEMBL2012527,,False,2025-06-10T20:16:46.793329
CHEMBL2012528,,False,2025-06-10T20:16:47.404161
CHEMBL2012529,,False,2025-06-10T20:16:47.976904
CHEMBL2012530,,False,2025-06-10T20:16:48.557484
CHEMBL2012531,,False,2025-06-10T20:16:49.128601
CHEMBL2012532,,False,2025-06-10T20:16:49.717828
CHEMBL2012651,,False,2025-06-10T20:16:50.338157
CHEMBL2012652,,False,2025-06-10T20:16:50.920794
CHEMBL2012524,,False,2025-06-10T20:16:51.534460
CHEMBL2012523,,False,2025-06-10T20:16:52.145371
CHEMBL2012653,,False,2025-06-10T20:16:52.769992
CHEMBL2023841,,False,2025-06-10T20:16:53.373374
CHEMBL2024148,57325867.0,False,2025-06-10T20:16:54.502199
CHEMBL2024149,56965016.0,False,2025-06-10T20:16:55.718826
CHEMBL2024150,57325868.0,False,2025-06-10T20:16:56.971150
CHEMBL2059241,57412318.0,False,2025-06-10T20:16:57.928045
CHEMBL2059243,70696809.0,False,2025-06-10T20:16:58.858405
CHEMBL2059242,57412320.0,False,2025-06-10T20:16:59.832148
CHEMBL2059500,57412326.0,False,2025-06-10T20:17:00.794815
CHEMBL2059502,57412415.0,False,2025-06-10T20:17:01.810160
CHEMBL2374307,57412842.0,False,2025-06-10T20:17:02.769423
CHEMBL2059504,57412417.0,False,2025-06-10T20:17:03.743620
CHEMBL2070373,,False,2025-06-10T20:17:04.347337
CHEMBL2070374,,False,2025-06-10T20:17:04.979543
CHEMBL2070254,,False,2025-06-10T20:17:05.588087
CHEMBL2259736,,False,2025-06-10T20:17:06.193906
CHEMBL2311770,71540832.0,False,2025-06-10T20:17:07.134119
CHEMBL2311769,71533485.0,False,2025-06-10T20:17:08.117675
CHEMBL2311768,71533484.0,False,2025-06-10T20:17:09.097152
CHEMBL2314755,71508833.0,False,2025-06-10T20:17:10.251365
CHEMBL2314756,71508832.0,False,2025-06-10T20:17:11.287822
CHEMBL2314996,71508715.0,False,2025-06-10T20:17:12.251225
CHEMBL2314997,71508688.0,False,2025-06-10T20:17:13.201182
CHEMBL2314998,9919949.0,False,2025-06-10T20:17:14.194967
CHEMBL2315000,71508641.0,False,2025-06-10T20:17:15.135333
CHEMBL2315001,11571692.0,False,2025-06-10T20:17:16.088375
CHEMBL2315002,71508604.0,False,2025-06-10T20:17:17.077167
CHEMBL2314835,,False,2025-06-10T20:17:17.691005
CHEMBL2314836,71719788.0,False,2025-06-10T20:17:18.601481
CHEMBL2314822,71561583.0,False,2025-06-10T20:17:19.532973
CHEMBL2314821,71717363.0,False,2025-06-10T20:17:20.514904
CHEMBL2314834,71719787.0,False,2025-06-10T20:17:21.473674
CHEMBL2314833,71562540.0,False,2025-06-10T20:17:22.418141
CHEMBL2314831,71562438.0,False,2025-06-10T20:17:23.372535
CHEMBL2314830,71562437.0,False,2025-06-10T20:17:24.365803
CHEMBL2311572,71562332.0,False,2025-06-10T20:17:25.276052
CHEMBL2314829,71719786.0,False,2025-06-10T20:17:26.231163
CHEMBL2314388,71562308.0,False,2025-06-10T20:17:27.230195
CHEMBL2324207,,False,2025-06-10T20:17:27.855466
CHEMBL2324206,71717486.0,False,2025-06-10T20:17:28.848000
CHEMBL2325764,56933431.0,False,2025-06-10T20:17:29.903769
CHEMBL2324952,,False,2025-06-10T20:17:30.552834
CHEMBL2324950,71508528.0,False,2025-06-10T20:17:31.566574
CHEMBL2324949,71720536.0,False,2025-06-10T20:17:32.546233
CHEMBL2334799,71720048.0,False,2025-06-10T20:17:33.494028
CHEMBL2333163,,False,2025-06-10T20:17:34.226115
CHEMBL2333164,,False,2025-06-10T20:17:34.840467
CHEMBL2338554,71711730.0,True,2025-06-10T20:17:35.808040
CHEMBL2338549,71717105.0,True,2025-06-10T20:17:36.761407
CHEMBL2338551,71562563.0,True,2025-06-10T20:17:37.827077
CHEMBL2338550,71718935.0,True,2025-06-10T20:17:38.822351
CHEMBL2338552,71717727.0,True,2025-06-10T20:17:39.808669
CHEMBL2332353,71574267.0,False,2025-06-10T20:17:40.807468
CHEMBL2332352,71574266.0,False,2025-06-10T20:17:41.750519
CHEMBL2335203,71718251.0,False,2025-06-10T20:17:42.726800
CHEMBL2332875,71717600.0,False,2025-06-10T20:17:43.717438
CHEMBL2332876,71720645.0,False,2025-06-10T20:17:44.705190
CHEMBL2331673,,False,2025-06-10T20:17:45.340148
CHEMBL2331674,,False,2025-06-10T20:17:45.921078
CHEMBL2331675,71717586.0,False,2025-06-10T20:17:46.932878
CHEMBL2336610,71518063.0,False,2025-06-10T20:17:47.897394
CHEMBL2336611,71718282.0,False,2025-06-10T20:17:48.881545
CHEMBL2337012,,False,2025-06-10T20:17:49.485632
CHEMBL2337011,,False,2025-06-10T20:17:50.130686
CHEMBL2337010,,False,2025-06-10T20:17:50.732964
CHEMBL2337009,,False,2025-06-10T20:17:51.580767
CHEMBL2337841,71625293.0,False,2025-06-10T20:17:52.958409
CHEMBL2337846,71625415.0,False,2025-06-10T20:17:54.060674
CHEMBL2337845,71625414.0,False,2025-06-10T20:17:55.015610
CHEMBL2337844,71625413.0,False,2025-06-10T20:17:55.989936
CHEMBL2337843,71625412.0,False,2025-06-10T20:17:56.952003
CHEMBL2337842,71625294.0,False,2025-06-10T20:17:57.906859
CHEMBL2337847,71625416.0,False,2025-06-10T20:17:58.850511
CHEMBL2448529,71716975.0,False,2025-06-10T20:17:59.938723
CHEMBL2332603,71718815.0,False,2025-06-10T20:18:00.931624
CHEMBL2448530,71716976.0,False,2025-06-10T20:18:01.891385
CHEMBL2348613,57689338.0,False,2025-06-10T20:18:02.892373
CHEMBL2348614,71662585.0,False,2025-06-10T20:18:03.894680
CHEMBL2348615,71662584.0,False,2025-06-10T20:18:04.872776
CHEMBL2348616,71662421.0,False,2025-06-10T20:18:05.842033
CHEMBL2348617,71662420.0,False,2025-06-10T20:18:06.905828
CHEMBL2348618,71662257.0,False,2025-06-10T20:18:07.863659
CHEMBL2348619,71662256.0,False,2025-06-10T20:18:08.953130
CHEMBL2348620,71662078.0,False,2025-06-10T20:18:09.934517
CHEMBL2348621,71662077.0,False,2025-06-10T20:18:10.923988
CHEMBL2348622,71661893.0,False,2025-06-10T20:18:11.880715
CHEMBL2348623,71661892.0,False,2025-06-10T20:18:12.828519
CHEMBL2381660,71681018.0,False,2025-06-10T20:18:13.815478
CHEMBL2380764,71603062.0,False,2025-06-10T20:18:14.753737
CHEMBL2380660,71603001.0,False,2025-06-10T20:18:15.681417
CHEMBL2381409,,False,2025-06-10T20:18:16.267582
CHEMBL2387212,71624409.0,False,2025-06-10T20:18:17.275329
CHEMBL2387211,71624288.0,False,2025-06-10T20:18:18.209637
CHEMBL2387331,71624287.0,False,2025-06-10T20:18:19.193634
CHEMBL2387330,71624167.0,False,2025-06-10T20:18:20.187813
CHEMBL2387329,71624166.0,False,2025-06-10T20:18:21.151581
CHEMBL2387328,71625949.0,False,2025-06-10T20:18:22.139561
CHEMBL2387327,71625948.0,False,2025-06-10T20:18:23.132183
CHEMBL2387216,71625833.0,False,2025-06-10T20:18:24.081211
CHEMBL2387215,71625832.0,False,2025-06-10T20:18:25.068394
CHEMBL2387214,73351999.0,False,2025-06-10T20:18:26.053649
CHEMBL2387213,71625714.0,False,2025-06-10T20:18:27.009265
CHEMBL2386882,73353454.0,False,2025-06-10T20:18:27.942311
CHEMBL2386883,73345878.0,False,2025-06-10T20:18:28.917739
CHEMBL2386884,73353455.0,False,2025-06-10T20:18:29.903427
CHEMBL2386885,73351992.0,False,2025-06-10T20:18:30.855658
CHEMBL2386886,73350475.0,False,2025-06-10T20:18:31.883794
CHEMBL2386887,73347384.0,False,2025-06-10T20:18:32.837291
CHEMBL2387320,71624738.0,False,2025-06-10T20:18:33.764403
CHEMBL2370569,9833460.0,True,2025-06-10T20:18:34.842120
CHEMBL2398169,,False,2025-06-10T20:18:35.517626
CHEMBL2397077,,False,2025-06-10T20:18:36.112563
CHEMBL2397076,,False,2025-06-10T20:18:36.728074
CHEMBL2397073,,False,2025-06-10T20:18:37.352952
CHEMBL2396901,72734542.0,False,2025-06-10T20:18:38.333482
CHEMBL2396902,71723449.0,False,2025-06-10T20:18:39.353650
CHEMBL2414811,73355178.0,False,2025-06-10T20:18:40.300973
CHEMBL2413248,71623050.0,False,2025-06-10T20:18:41.370742
CHEMBL2413241,45257328.0,False,2025-06-10T20:18:42.351951
CHEMBL2413229,73356701.0,False,2025-06-10T20:18:43.353220
CHEMBL2414865,73356728.0,False,2025-06-10T20:18:44.322162
CHEMBL2414866,73350701.0,False,2025-06-10T20:18:45.278665
CHEMBL2414867,73350702.0,False,2025-06-10T20:18:46.305542
CHEMBL2415086,73355184.0,False,2025-06-10T20:18:47.483415
CHEMBL2415085,56595060.0,False,2025-06-10T20:18:48.819153
CHEMBL2415084,73356733.0,False,2025-06-10T20:18:49.828347
CHEMBL2415083,73347614.0,False,2025-06-10T20:18:50.825123
CHEMBL2415082,73350705.0,False,2025-06-10T20:18:51.816859
CHEMBL2415081,73356732.0,False,2025-06-10T20:18:52.802455
